primaryIdentifier,organism.shortName,pathways.identifier,pathways.name,pathways.link
SGD:S000005326,S. cerevisiae,PTWY:IPPSYN-PWY,mevalonate pathway,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=IPPSYN-PWY
SGD:S000005326,S. cerevisiae,PTWY:PWY-922,mevalonate pathway I,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY-922
SGD:S000000363,S. cerevisiae,PTWY:PWY-5080-1,very long chain fatty acid biosynthesis I,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY-5080-1
SGD:S000003864,S. cerevisiae,PTWY:PRPP-PWY-1,"superpathway of histidine, purine, and pyrimidine biosynthesis",https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PRPP-PWY-1
SGD:S000003864,S. cerevisiae,PTWY:PWY0-162,superpathway of pyrimidine ribonucleotides de novo biosynthesis,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY0-162
SGD:S000003864,S. cerevisiae,PTWY:PYRIMID-RNTSYN-PWY,de novo biosynthesis of pyrimidine ribonucleotides,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PYRIMID-RNTSYN-PWY
SGD:S000001328,S. cerevisiae,PTWY:DENOVOPURINE2-PWY,superpathway of purine nucleotides de novo biosynthesis II,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=DENOVOPURINE2-PWY
SGD:S000001328,S. cerevisiae,PTWY:DENOVOPURINE3-PWY,de novo biosynthesis of purine nucleotides,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=DENOVOPURINE3-PWY
SGD:S000001328,S. cerevisiae,PTWY:PRPP-PWY-1,"superpathway of histidine, purine, and pyrimidine biosynthesis",https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PRPP-PWY-1
SGD:S000001328,S. cerevisiae,PTWY:PWY3O-285,superpathway of purine biosynthesis and salvage pathways,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-285
SGD:S000001328,S. cerevisiae,PTWY:PWY-6125,superpathway of guanosine nucleotides de novo biosynthesis II,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY-6125
SGD:S000001328,S. cerevisiae,PTWY:PWY-6126-1,superpathway of adenosine nucleotides de novo biosynthesis II,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY-6126-1
SGD:S000001328,S. cerevisiae,PTWY:PWY-7220-1,adenosine deoxyribonucleotides de novo biosynthesis II,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY-7220-1
SGD:S000001328,S. cerevisiae,PTWY:YEAST-DE-NOVO-PYRMID-DNT,de novo biosynthesis of pyrimidine deoxyribonucleotides,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=YEAST-DE-NOVO-PYRMID-DNT
SGD:S000003319,S. cerevisiae,PTWY:GLUCFERMEN-PWY,superpathway of glucose fermentation,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=GLUCFERMEN-PWY
SGD:S000003319,S. cerevisiae,PTWY:PWY3O-4108,L-tyrosine degradation III,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-4108
SGD:S000003319,S. cerevisiae,PTWY:PWY3O-440,pyruvate fermentation to acetoin III,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-440
SGD:S000003319,S. cerevisiae,PTWY:PWY3O-981,superpathway of acetoin and butanediol biosynthesis,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-981
SGD:S000004124,S. cerevisiae,PTWY:GLUCFERMEN-PWY,superpathway of glucose fermentation,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=GLUCFERMEN-PWY
SGD:S000004124,S. cerevisiae,PTWY:PWY3O-4108,L-tyrosine degradation III,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-4108
SGD:S000004124,S. cerevisiae,PTWY:PWY3O-440,pyruvate fermentation to acetoin III,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-440
SGD:S000004124,S. cerevisiae,PTWY:PWY3O-981,superpathway of acetoin and butanediol biosynthesis,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-981
SGD:S000004884,S. cerevisiae,PTWY:PRPP-PWY-1,"superpathway of histidine, purine, and pyrimidine biosynthesis",https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PRPP-PWY-1
SGD:S000004884,S. cerevisiae,PTWY:PWY0-162,superpathway of pyrimidine ribonucleotides de novo biosynthesis,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY0-162
SGD:S000004884,S. cerevisiae,PTWY:PYRIMID-RNTSYN-PWY,de novo biosynthesis of pyrimidine ribonucleotides,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PYRIMID-RNTSYN-PWY
SGD:S000004250,S. cerevisiae,PTWY:SPHINGOLIPID-SYN-PWY-1,sphingolipid biosynthesis (yeast),https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=SPHINGOLIPID-SYN-PWY-1
SGD:S000003581,S. cerevisiae,PTWY:PWY3O-188,"aerobic respiration, electron transport chain",https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-188
SGD:S000003581,S. cerevisiae,PTWY:PWY3O-94,superpathway of TCA cycle and glyoxylate cycle,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-94
SGD:S000003581,S. cerevisiae,PTWY:TCA-EUK-PWY,"TCA cycle, aerobic respiration",https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=TCA-EUK-PWY
SGD:S000001538,S. cerevisiae,PTWY:FASYN-ELONG2-PWY,fatty acid elongation,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=FASYN-ELONG2-PWY
SGD:S000001538,S. cerevisiae,PTWY:PWY3O-10,"fatty acid biosynthesis, initial steps",https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-10
SGD:S000001538,S. cerevisiae,PTWY:PWY3O-355,stearate biosynthesis III (fungi),https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-355
SGD:S000001538,S. cerevisiae,PTWY:PWY3O-5962,"superpathway of fatty acid biosynthesis, saturated and unsaturated",https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-5962
SGD:S000001538,S. cerevisiae,PTWY:PWY3O-6336,"superpathway of fatty acid biosynthesis, saturated",https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-6336
SGD:S000001538,S. cerevisiae,PTWY:PWY3O-8514,palmitate biosynthesis,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-8514
SGD:S000001538,S. cerevisiae,PTWY:PWY-5971-1,myristate biosynthesis,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY-5971-1
SGD:S000004820,S. cerevisiae,PTWY:PWY3O-10,"fatty acid biosynthesis, initial steps",https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-10
SGD:S000004820,S. cerevisiae,PTWY:PWY3O-5962,"superpathway of fatty acid biosynthesis, saturated and unsaturated",https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-5962
SGD:S000004820,S. cerevisiae,PTWY:PWY3O-6336,"superpathway of fatty acid biosynthesis, saturated",https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-6336
SGD:S000000972,S. cerevisiae,PTWY:DENOVOPURINE2-PWY,superpathway of purine nucleotides de novo biosynthesis II,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=DENOVOPURINE2-PWY
SGD:S000000972,S. cerevisiae,PTWY:DENOVOPURINE3-PWY,de novo biosynthesis of purine nucleotides,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=DENOVOPURINE3-PWY
SGD:S000000972,S. cerevisiae,PTWY:PRPP-PWY-1,"superpathway of histidine, purine, and pyrimidine biosynthesis",https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PRPP-PWY-1
SGD:S000000972,S. cerevisiae,PTWY:PWY3O-285,superpathway of purine biosynthesis and salvage pathways,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-285
SGD:S000000972,S. cerevisiae,PTWY:PWY-6126-1,superpathway of adenosine nucleotides de novo biosynthesis II,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY-6126-1
SGD:S000004688,S. cerevisiae,PTWY:GLUCFERMEN-PWY,superpathway of glucose fermentation,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=GLUCFERMEN-PWY
SGD:S000004688,S. cerevisiae,PTWY:PWY3O-4108,L-tyrosine degradation III,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-4108
SGD:S000000875,S. cerevisiae,PTWY:GLUCFERMEN-PWY,superpathway of glucose fermentation,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=GLUCFERMEN-PWY
SGD:S000005901,S. cerevisiae,PTWY:GLUCFERMEN-PWY,superpathway of glucose fermentation,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=GLUCFERMEN-PWY
SGD:S000001589,S. cerevisiae,PTWY:ASPARAGINE-DEG2-PWY,asparagine degradation,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=ASPARAGINE-DEG2-PWY
SGD:S000001589,S. cerevisiae,PTWY:ASPBIO-PWY,aspartate biosynthesis,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=ASPBIO-PWY
SGD:S000001589,S. cerevisiae,PTWY:P4-PWY-1,superpathway of threonine and methionine biosynthesis,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=P4-PWY-1
SGD:S000001589,S. cerevisiae,PTWY:PWY3O-7,superpathway of threonine biosynthesis,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-7
SGD:S000001589,S. cerevisiae,PTWY:THRESYN-PWY,superpathway of L-threonine biosynthesis,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=THRESYN-PWY
SGD:S000000863,S. cerevisiae,PTWY:FASYN-ELONG2-PWY,fatty acid elongation,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=FASYN-ELONG2-PWY
SGD:S000000863,S. cerevisiae,PTWY:PWY3O-10,"fatty acid biosynthesis, initial steps",https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-10
SGD:S000000863,S. cerevisiae,PTWY:PWY3O-355,stearate biosynthesis III (fungi),https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-355
SGD:S000000863,S. cerevisiae,PTWY:PWY3O-5962,"superpathway of fatty acid biosynthesis, saturated and unsaturated",https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-5962
SGD:S000000863,S. cerevisiae,PTWY:PWY3O-6336,"superpathway of fatty acid biosynthesis, saturated",https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-6336
SGD:S000001251,S. cerevisiae,PTWY:BRANCHED-CHAIN-AA-SYN-PWY-1,superpathway of branched chain amino acid biosynthesis,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=BRANCHED-CHAIN-AA-SYN-PWY-1
SGD:S000001251,S. cerevisiae,PTWY:LEUSYN-PWY-1,L-leucine biosynthesis,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=LEUSYN-PWY-1
SGD:S000001251,S. cerevisiae,PTWY:PWY3O-351,superpathway of methionine salvage pathway,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-351
SGD:S000000288,S. cerevisiae,PTWY:ALL-CHORISMATE-PWY-1,superpathway of chorismate metabolism,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=ALL-CHORISMATE-PWY-1
SGD:S000000288,S. cerevisiae,PTWY:FOLSYN-PWY-1,superpathway of tetrahydrofolate biosynthesis and salvage,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=FOLSYN-PWY-1
SGD:S000000288,S. cerevisiae,PTWY:PWY-2201,folate transformations I,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY-2201
SGD:S000000288,S. cerevisiae,PTWY:PWY3O-20,folate polyglutamylation,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-20
SGD:S000000288,S. cerevisiae,PTWY:PWY3O-697,folate interconversions,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-697
SGD:S000005284,S. cerevisiae,PTWY:PWY3O-94,superpathway of TCA cycle and glyoxylate cycle,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-94
SGD:S000005284,S. cerevisiae,PTWY:TCA-EUK-PWY,"TCA cycle, aerobic respiration",https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=TCA-EUK-PWY
SGD:S000001417,S. cerevisiae,PTWY:AERO-GLYCEROL-CAT-PWY,glycerol degradation,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=AERO-GLYCEROL-CAT-PWY
SGD:S000005566,S. cerevisiae,PTWY:PWY-901,methylglyoxal catabolism,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY-901
SGD:S000001568,S. cerevisiae,PTWY:PWY3O-94,superpathway of TCA cycle and glyoxylate cycle,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-94
SGD:S000001568,S. cerevisiae,PTWY:TCA-EUK-PWY,"TCA cycle, aerobic respiration",https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=TCA-EUK-PWY
SGD:S000001512,S. cerevisiae,PTWY:GLUCONEO-PWY-1,gluconeogenesis I,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=GLUCONEO-PWY-1
SGD:S000001512,S. cerevisiae,PTWY:PWY3O-94,superpathway of TCA cycle and glyoxylate cycle,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-94
SGD:S000001512,S. cerevisiae,PTWY:TCA-EUK-PWY,"TCA cycle, aerobic respiration",https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=TCA-EUK-PWY
SGD:S000001050,S. cerevisiae,PTWY:DETOX1-PWY,superoxide radicals degradation,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=DETOX1-PWY
SGD:S000002224,S. cerevisiae,PTWY:PWY3O-13,superpathway of glutamate biosynthesis,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-13
SGD:S000000467,S. cerevisiae,PTWY:ALL-CHORISMATE-PWY-1,superpathway of chorismate metabolism,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=ALL-CHORISMATE-PWY-1
SGD:S000000467,S. cerevisiae,PTWY:FOLSYN-PWY-1,superpathway of tetrahydrofolate biosynthesis and salvage,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=FOLSYN-PWY-1
SGD:S000000467,S. cerevisiae,PTWY:PWY-2201,folate transformations I,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY-2201
SGD:S000000467,S. cerevisiae,PTWY:PWY3O-20,folate polyglutamylation,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-20
SGD:S000000467,S. cerevisiae,PTWY:PWY3O-230,serine biosynthesis from glyoxylate,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-230
SGD:S000000467,S. cerevisiae,PTWY:PWY3O-261,superpathway of serine and glycine biosynthesis,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-261
SGD:S000000467,S. cerevisiae,PTWY:PWY3O-697,folate interconversions,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-697
SGD:S000000679,S. cerevisiae,PTWY:DENOVOPURINE2-PWY,superpathway of purine nucleotides de novo biosynthesis II,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=DENOVOPURINE2-PWY
SGD:S000000679,S. cerevisiae,PTWY:DENOVOPURINE3-PWY,de novo biosynthesis of purine nucleotides,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=DENOVOPURINE3-PWY
SGD:S000000679,S. cerevisiae,PTWY:PRPP-PWY-1,"superpathway of histidine, purine, and pyrimidine biosynthesis",https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PRPP-PWY-1
SGD:S000000679,S. cerevisiae,PTWY:PWY3O-285,superpathway of purine biosynthesis and salvage pathways,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-285
SGD:S000000679,S. cerevisiae,PTWY:PWY-6125,superpathway of guanosine nucleotides de novo biosynthesis II,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY-6125
SGD:S000000679,S. cerevisiae,PTWY:PWY-6126-1,superpathway of adenosine nucleotides de novo biosynthesis II,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY-6126-1
SGD:S000000679,S. cerevisiae,PTWY:PWY-7220-1,adenosine deoxyribonucleotides de novo biosynthesis II,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY-7220-1
SGD:S000000679,S. cerevisiae,PTWY:PWY-781,sulfate assimilation pathway,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY-781
SGD:S000000679,S. cerevisiae,PTWY:PWY-821-1,superpathway of sulfur amino acid biosynthesis (Saccharomyces cerevisiae),https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY-821-1
SGD:S000000679,S. cerevisiae,PTWY:SO4ASSIM-PWY,assimilatory sulfate reduction I,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=SO4ASSIM-PWY
SGD:S000000679,S. cerevisiae,PTWY:THIOREDOX-PWY,thioredoxin pathway,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=THIOREDOX-PWY
SGD:S000000679,S. cerevisiae,PTWY:YEAST-DE-NOVO-PYRMID-DNT,de novo biosynthesis of pyrimidine deoxyribonucleotides,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=YEAST-DE-NOVO-PYRMID-DNT
SGD:S000001148,S. cerevisiae,PTWY:THIOREDOX-PWY,thioredoxin pathway,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=THIOREDOX-PWY
SGD:S000004463,S. cerevisiae,PTWY:PWY-901,methylglyoxal catabolism,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY-901
SGD:S000000535,S. cerevisiae,PTWY:PRPP-PWY-1,"superpathway of histidine, purine, and pyrimidine biosynthesis",https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PRPP-PWY-1
SGD:S000005200,S. cerevisiae,PTWY:ALL-CHORISMATE-PWY-1,superpathway of chorismate metabolism,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=ALL-CHORISMATE-PWY-1
SGD:S000005200,S. cerevisiae,PTWY:FOLSYN-PWY-1,superpathway of tetrahydrofolate biosynthesis and salvage,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=FOLSYN-PWY-1
SGD:S000005200,S. cerevisiae,PTWY:PWY3O-45,folate biosynthesis II,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-45
SGD:S000005200,S. cerevisiae,PTWY:PWY-6147,6-hydroxymethyl-dihydropterin diphosphate biosynthesis I,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY-6147
SGD:S000005200,S. cerevisiae,PTWY:PWY-6614,tetrahydrofolate biosynthesis,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY-6614
SGD:S000001788,S. cerevisiae,PTWY:ALL-CHORISMATE-PWY-1,superpathway of chorismate metabolism,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=ALL-CHORISMATE-PWY-1
SGD:S000001788,S. cerevisiae,PTWY:FOLSYN-PWY-1,superpathway of tetrahydrofolate biosynthesis and salvage,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=FOLSYN-PWY-1
SGD:S000001788,S. cerevisiae,PTWY:PWY-2201,folate transformations I,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY-2201
SGD:S000001788,S. cerevisiae,PTWY:PWY3O-697,folate interconversions,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-697
SGD:S000004644,S. cerevisiae,PTWY:PWY3O-6-1,"dehydro-D-arabinono-1,4-lactone biosynthesis",https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-6-1
SGD:S000005915,S. cerevisiae,PTWY:PWY-1801-1,formaldehyde oxidation II (glutathione-dependent),https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY-1801-1
SGD:S000002330,S. cerevisiae,PTWY:PWY3O-13,superpathway of glutamate biosynthesis,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-13
SGD:S000005420,S. cerevisiae,PTWY:PWY3O-48,glycerol biosynthesis,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-48
SGD:S000005420,S. cerevisiae,PTWY:PWY3O-6499,phosphatidate biosynthesis II (the glycerol-3-phosphate pathway),https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-6499
